 תולדות יעקב בן יצחק (יוסף, יהודה ואחיהם)	בראשית לז1	פרשה_בתנך	prqim/t0137.htm#1
מתה	שורש [= שם-רבים "מתים", והוא אנשים]	לשון_המקרא	tnk1/ljon/jorj/mth.html
מתואר	תואר [= [בינוני של "תֹאר"]]	לשון_המקרא	tnk1/ljon/jorj/tar.html
מתוך .	ביטוי: מקום	לשון_המקרא	tnk1/ljon/jorj/twk.html#bituy
מתוק	תואר	לשון_המקרא	tnk1/ljon/jorj/mtq.html
מתושאל	גבר	דמות_מהתנך	tnk1/dmut/dmut/91.html
מתושלח	גבר	דמות_מהתנך	tnk1/dmut/dmut/11.html
מתח	שורש [= ענינו שטיחה]	לשון_המקרא	tnk1/ljon/jorj/mtx.html
מתחת השמים	ביטוי: מקום	לשון_המקרא	tnk1/ljon/jorj/jmm.html#bituy
מתי	שורש [= מילת "מתי", והוא שאלת גבול זמן העתיד]	לשון_המקרא	tnk1/ljon/jorj/mty.html
מתי מלחמה	ביטוי: בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/lxm.html#bituy
מתיחת ביקורת	העברת ביקורת - איך למתוח ביקורת?	אוסף מאמרים	tnk1/msr/3tokxot.html
מְתים	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/mth.html
מתכונת	מופשט [= כמו "תוכן"]	לשון_המקרא	tnk1/ljon/jorj/tkn.html
מתכונת הקטורת	מתכונת הקטורת	מצוות_רצון	tryg/sug/mtkwnt_hqfwrt.html
מתכונת שמן המשחה	מתכונת שמן המשחה	מצוות_רצון	tryg/sug/mtkwnt_jmn_hmjxh.html
מתכות	מתכת	לשון_המקרא	tnk1/ljon/sug/EcmMtkt.html
מתלאה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/lah.html
מתלעות	גוף	לשון_המקרא	tnk1/ljon/jorj/tle2.html
מתֹם	מופשט [= לשון כליה]	לשון_המקרא	tnk1/ljon/jorj/tmm1.html
מתֹם	שם מתואר [= דבר שלם]	לשון_המקרא	tnk1/ljon/jorj/tmm2.html
מתמטיקה	מתמטיקה	אוסף מאמרים	tnk1/msr/9math.html
מתן	גבר	דמות_מהתנך	tnk1/dmut/dmut/1064.html
מתן	גבר	דמות_מהתנך	tnk1/dmut/dmut/1194.html
מתן	כמה	דמויות_מהתנך	tnk1/dmut/jm/mtn.html
מתנ	שורש	לשון_המקרא	tnk1/ljon/jorj/mtn.html
מתָּן	שם מתואר [= דבר הניתן בחינם]	לשון_המקרא	tnk1/ljon/jorj/ntn.html
מתן אבי שפטיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1194.html
מתן כהן הבעל	גבר	דמות_מהתנך	tnk1/dmut/dmut/1064.html
מתן תורה	מתן תורה - כל המאמרים	אוסף מאמרים	tnk1/tora/10.html
מתנה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ntn.html
מתנות	מתנות שאדם נותן מרכושו	מצוות_ערך	tryg/sug/rayon_ksp.html
מתנות הלוי	מתנות הלוי	מצוות_זמן	tryg/sug/mtnwt_hlwy.html
מתנות חלשים	החובה לתת מתנות לחלשים בחברה, לפי הכנסתם של הנותנים	מצוות_ערך	tryg/sug/rayon_mtnwt_enyym.html
מתנות כהנים	מתנות שניתנות לכהנים	מצוות_ערך	tryg/sug/rayon_mtnwt_khnym.html
מתנות מקדש	מתנות שניתנות לאוצר המקדש	מצוות_ערך	tryg/sug/rayon_mtnwt_mqdj.html
מתניים	גוף [= נרדף לחלציים]	לשון_המקרא	tnk1/ljon/jorj/mtn.html
מֹתק	מופשט	לשון_המקרא	tnk1/ljon/jorj/mtq.html
מתרדת	גבר	דמות_מהתנך	tnk1/dmut/dmut/1347.html
מתת	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ntn.html
נ	אות	לשון_המקרא	tnk1/ljon/jorj/n.html
נ=ר	רבשורש	לשון_המקרא	tnk1/ljon/jorj/n=r.html
נָא	אוכל [= בשר שאינו צלוי כל צרכו]	לשון_המקרא	tnk1/ljon/jorj/na.html
נָא!	מילה [= בלשון ימינו מילת בקשה; בלשון המקרא גם "עכשיו!" (now!), ויש אומרים גם - "אכן" (מילת הדגשה)]	לשון_המקרא	tnk1/ljon/jorj/ana.html
נאבק	נפעל [= ענינו התעצמות איש ברעהו להפיל זה את זה, ומעלין עפר ברגליהם]	לשון_המקרא	tnk1/ljon/jorj/abq.html
נֹאד	כלי קיבול [= כמו נבל, והוא של עור]	לשון_המקרא	tnk1/ljon/jorj/nad.html
נאדר	נפעל	לשון_המקרא	tnk1/ljon/jorj/adr1.html
נאהב	נפעל	לשון_המקרא	tnk1/ljon/jorj/ahb.html
נאוה	נפעל	לשון_המקרא	tnk1/ljon/jorj/awh.html
נאום יפתח	הנאום המדיני של יפתח הגלעדי מול מלך בני עמון בנושא חבל הגלעד	אוסף מאמרים	tnk1/nvir/joftim/jf-11-1228.html
נאור	נפעל [= כמו "אור[פ]"]	לשון_המקרא	tnk1/ljon/jorj/awr.html
נאות דשא	ביטוי: צמח	לשון_המקרא	tnk1/ljon/jorj/dja.html#bituy
נאות-	מקום [= א' תחת ו', ראב"ע]	לשון_המקרא	tnk1/ljon/jorj/nwh.html
נאזר	נפעל	לשון_המקרא	tnk1/ljon/jorj/azr.html
נאחז	נפעל	לשון_המקרא	tnk1/ljon/jorj/axz.html
נאכל	נפעל	לשון_המקרא	tnk1/ljon/jorj/akl.html
נאלח	נפעל	לשון_המקרא	tnk1/ljon/jorj/alx.html
נאלם	נפעל	לשון_המקרא	tnk1/ljon/jorj/alm2.html
נאֻם	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/nam.html
נאמן1	נפעל	לשון_המקרא	tnk1/ljon/jorj/amn1.html
נאמן2	נפעל	לשון_המקרא	tnk1/ljon/jorj/amn2.html
נאמן3	בעל תפקיד [= דובר צחות]	לשון_המקרא	tnk1/ljon/jorj/nam.html
נאמר	נפעל	לשון_המקרא	tnk1/ljon/jorj/amr1.html
נאנח	נפעל	לשון_המקרא	tnk1/ljon/jorj/anx.html
נאנק	נפעל	לשון_המקרא	tnk1/ljon/jorj/anq.html
נאנש	נפעל	לשון_המקרא	tnk1/ljon/jorj/anj2.html
נאסף	נפעל	לשון_המקרא	tnk1/ljon/jorj/asp.html
נאסר	נפעל	לשון_המקרא	tnk1/ljon/jorj/asr.html
נאפ	שורש [= ענינו זנות]	לשון_המקרא	tnk1/ljon/jorj/nap.html
נאפה	נפעל	לשון_המקרא	tnk1/ljon/jorj/aph.html
נאצ	שורש [= ענינו בזיון ומיאוס בדבר, גם כעס]	לשון_המקרא	tnk1/ljon/jorj/nac.html
נאצל	נפעל	לשון_המקרא	tnk1/ljon/jorj/acl.html
נאצר	נפעל	לשון_המקרא	tnk1/ljon/jorj/acr.html
נאק	שורש [= ענינו כמו אנק]	לשון_המקרא	tnk1/ljon/jorj/naq.html
נאקה	קול	לשון_המקרא	tnk1/ljon/jorj/naq.html
נֵאָר	נפעל	לשון_המקרא	tnk1/ljon/jorj/arr.html
נאר	שורש [= ענינו ביטול והשבתה]	לשון_המקרא	tnk1/ljon/jorj/nar.html
נאשם	נפעל	לשון_המקרא	tnk1/ljon/jorj/ajm.html
נִבָּא	נפעל	לשון_המקרא	tnk1/ljon/jorj/nba.html
נבאש	נפעל [= ענינו תיעוב וגיעול]	לשון_המקרא	tnk1/ljon/jorj/baj.html
נבב	שורש	לשון_המקרא	tnk1/ljon/jorj/nbb.html
נבדל	נפעל	לשון_המקרא	tnk1/ljon/jorj/bdl1.html
נבהל	נפעל	לשון_המקרא	tnk1/ljon/jorj/bhl.html
נבוּאה	מופשט	לשון_המקרא	tnk1/ljon/jorj/nba.html
נבואה	נבואה	מצוות_רצון	tryg/sug/rcon_dybwr_nbwah.html
נבואה לעומת תורה והלכה	נבואה לעומת תורה והלכה	אוסף מאמרים	tnk1/msr/1nvuaa.html
נבואת אלילים	איסור נבואה בשם עבודה זרה	מצוות_רצון	tryg/sug/nbwat_alylym.html
נבואת שקר	איסור נבואת שקר	מצוות_רצון	tryg/sug/nbwat_jqr.html
נבוב	תואר [= חלול וריק]	לשון_המקרא	tnk1/ljon/jorj/nbb.html
נבוז	נפעל	לשון_המקרא	tnk1/ljon/jorj/bzz.html
נבוזראדן	גבר	דמות_מהתנך	tnk1/dmut/dmut/1127.html
נבוך	נפעל	לשון_המקרא	tnk1/ljon/jorj/bwk.html
נבון	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/byn1.html
נבון[פ]	נפעל	לשון_המקרא	tnk1/ljon/jorj/byn1.html
נבוק	נפעל	לשון_המקרא	tnk1/ljon/jorj/bqq.html
נבושזבן	גבר	דמות_מהתנך	tnk1/dmut/dmut/1204.html
נבושזבן רב סריס	גבר	דמות_מהתנך	tnk1/dmut/dmut/1204.html
נבות	גבר	דמות_מהתנך	tnk1/dmut/dmut/1044.html
נבזה	נפעל	לשון_המקרא	tnk1/ljon/jorj/bzh.html
נבח	גבר	דמות_מהתנך	tnk1/dmut/dmut/554.html
נבח	שורש [= ענינו המיית כלב]	לשון_המקרא	tnk1/ljon/jorj/nbx.html
נבח כובש קנת	גבר	דמות_מהתנך	tnk1/dmut/dmut/554.html
נבח=נפח	עלשורש_אות [= שורשים עם משמעות דומה, בחילוף בין שתי אותיות קרובות]	לשון_המקרא	tnk1/ljon/jorj/nbx=npx.html
נבחן	נפעל	לשון_המקרא	tnk1/ljon/jorj/bxn.html
נבחר	נפעל	לשון_המקרא	tnk1/ljon/jorj/bxr.html
נבט	גבר	דמות_מהתנך	tnk1/dmut/dmut/949.html
נבט	שורש [= ענינו ראייה והשקפה]	לשון_המקרא	tnk1/ljon/jorj/nbf.html
נבט אבי ירבעם	גבר	דמות_מהתנך	tnk1/dmut/dmut/949.html
נבִיא	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/nba.html
נביא	היחס לנביאים	מצוות_אדם	tryg/sug/ecm_adm_nbya.html
נביא אחד	גבר	דמות_מהתנך	tnk1/dmut/dmut/1042.html
נביא זקן	גבר	דמות_מהתנך	tnk1/dmut/dmut/958.html
נביא לגויים	ביטוי: בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/gwy.html#bituy
נביא שקר	ביטוי: בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/nba.html#bituy
נביאים אחרונים	נביאים אחרונים	ספר	tnk1/prqim/nvia.html
נביאים ראשונים	נביאים ראשונים	ספר	tnk1/prqim/nvir.html
נבית	גבר	דמות_מהתנך	tnk1/dmut/dmut/141.html
נבכדנאצר	גבר	דמות_מהתנך	tnk1/dmut/dmut/1126.html
נבכי ים	ביטוי: מקום [= מעמקים, נרדף לתהום]	לשון_המקרא	tnk1/ljon/jorj/bwk.html#bituy
נבכים	מקום	לשון_המקרא	tnk1/ljon/jorj/bkh.html
נבל	גבר	דמות_מהתנך	tnk1/dmut/dmut/696.html
נבל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/nbl.html
נבָל	בעל תכונה [= אדם ברברי, גס וחסר דרך-ארץ]	לשון_המקרא	tnk1/ljon/jorj/nbl2.html
נבל הכרמלי	גבר	דמות_מהתנך	tnk1/dmut/dmut/696.html
נבל עשׂור	ביטוי: כלי נגינה	לשון_המקרא	tnk1/ljon/jorj/nbl4.html#bituy
נבֶל3	כלי קיבול	לשון_המקרא	tnk1/ljon/jorj/nbl3.html
נבֶל4	כלי נגינה	לשון_המקרא	tnk1/ljon/jorj/nbl4.html
נבֵלה	גוף [= גויית מת]	לשון_המקרא	tnk1/ljon/jorj/nbl2.html
נבלוּת	אופי	לשון_המקרא	tnk1/ljon/jorj/nbl2.html
נבלע	נפעל	לשון_המקרא	tnk1/ljon/jorj/ble.html
נבנה	נפעל	לשון_המקרא	tnk1/ljon/jorj/bnh.html
נבע	שורש [= ענינו יציאת דבר בשפע ממקורו]	לשון_המקרא	tnk1/ljon/jorj/nbe.html
נבעה	נפעל	לשון_המקרא	tnk1/ljon/jorj/beh.html
נבעל	נפעל	לשון_המקרא	tnk1/ljon/jorj/bel.html
נבער	נפעל	לשון_המקרא	tnk1/ljon/jorj/ber2.html
נבעת	נפעל	לשון_המקרא	tnk1/ljon/jorj/bet.html
נבצר	נפעל [= ענינו מיעוט וחיסור, כבוצר מגפן]	לשון_המקרא	tnk1/ljon/jorj/bcr1.html
נבַק	נפעל	לשון_המקרא	tnk1/ljon/jorj/bqq.html
נבקע	נפעל	לשון_המקרא	tnk1/ljon/jorj/bqe.html
נָבָר	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/brr.html
נברא	נפעל	לשון_המקרא	tnk1/ljon/jorj/bra1.html
נברך	נפעל	לשון_המקרא	tnk1/ljon/jorj/brk1.html
נגאל	נפעל	לשון_המקרא	tnk1/ljon/jorj/gal1.html
נגֶב	מקום [= כיוון דרום]	לשון_המקרא	tnk1/ljon/jorj/ngb.html
נגד	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ngd.html
נגד הפקרות מינית	התנגדותה של התורה להפקרות מינית	מצוות_ערך	tryg/mamr/pilgj.html
נגד פניו	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/ngd.html#bituy
נגדע	נפעל	לשון_המקרא	tnk1/ljon/jorj/gde.html
נגה	גבר	דמות_מהתנך	tnk1/dmut/dmut/724.html
נגהּ	שורש [= אור חוזר, שמגיע מרחוק או שאין רואים את מקורו]	לשון_המקרא	tnk1/ljon/jorj/ngh.html
נגואל	נפעל [= מורכב נפעל ופֻעל]	לשון_המקרא	tnk1/ljon/jorj/gal2.html
נגוהות	מראה	לשון_המקרא	tnk1/ljon/jorj/ngh.html
נגוז	נפעל	לשון_המקרא	tnk1/ljon/jorj/gzz.html
נגול	נפעל	לשון_המקרא	tnk1/ljon/jorj/gll.html
נגוּע	תואר	לשון_המקרא	tnk1/ljon/jorj/nge2.html
נגזל	נפעל	לשון_המקרא	tnk1/ljon/jorj/gzl1.html
נגזר	נפעל	לשון_המקרא	tnk1/ljon/jorj/gzr.html
נַגָּח	תואר [= נוגח]	לשון_המקרא	tnk1/ljon/jorj/ngx.html
נגיד	בעל תפקיד [= מנהיג צבאי, מנהיג אזרחי, רועה צאן]	לשון_המקרא	tnk1/ljon/jorj/ngd2.html
נגינה	קול	לשון_המקרא	tnk1/ljon/jorj/ngn.html
נגלה1	נפעל	לשון_המקרא	tnk1/ljon/jorj/glh1.html
נגלה2	נפעל	לשון_המקרא	tnk1/ljon/jorj/glh2.html
נגמל	נפעל	לשון_המקרא	tnk1/ljon/jorj/gml1.html
נגנ	שורש [= ענינו שיר וזמר]	לשון_המקרא	tnk1/ljon/jorj/ngn.html
נגנב	נפעל	לשון_המקרא	tnk1/ljon/jorj/gnb.html
נגע	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/nge.html
נִגַּע	פיעל	לשון_המקרא	tnk1/ljon/jorj/nge2.html
נגעל	נפעל	לשון_המקרא	tnk1/ljon/jorj/gel.html
נִגָּף	נפעל	לשון_המקרא	tnk1/ljon/jorj/ngp.html
נִגָּר	נפעל	לשון_המקרא	tnk1/ljon/jorj/ngr.html
נגרז	נפעל	לשון_המקרא	tnk1/ljon/jorj/grz.html
נגרע	נפעל	לשון_המקרא	tnk1/ljon/jorj/gre.html
נגרש	נפעל	לשון_המקרא	tnk1/ljon/jorj/grj1.html
נגש	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ngj.html
נִגָּשׂ	נפעל	לשון_המקרא	tnk1/ljon/jorj/ngsj.html
נגש1	תתשורש [= ענינו קריבה אל דבר בהליכה]	לשון_המקרא	tnk1/ljon/jorj/ngj1.html
נגש2	תתשורש [= לחץ ודחק ע"י פגיעה בגוף או ברכוש]	לשון_המקרא	tnk1/ljon/jorj/ngsj.html
נד	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/nd.html
נֵד	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/nd1.html
נַד1	פעל	לשון_המקרא	tnk1/ljon/jorj/nwd1.html
נַד2	פעל	לשון_המקרא	tnk1/ljon/jorj/nwd2.html
נדב	גבר	דמות_מהתנך	tnk1/dmut/dmut/272.html
נדב	גבר	דמות_מהתנך	tnk1/dmut/dmut/871.html
נדב	גבר	דמות_מהתנך	tnk1/dmut/dmut/960.html
נדב	כמה	דמויות_מהתנך	tnk1/dmut/jm/ndb.html
נדב	שורש [= ענינו נתינת מתנה ברצון טוב]	לשון_המקרא	tnk1/ljon/jorj/ndb.html
נדב בן אהרן	גבר	דמות_מהתנך	tnk1/dmut/dmut/272.html
נדב בן ירבעם	גבר	דמות_מהתנך	tnk1/dmut/dmut/960.html
נדב בן שמי	גבר	דמות_מהתנך	tnk1/dmut/dmut/871.html
נדבה	שם מתואר [= מעניין "נורא"]	לשון_המקרא	tnk1/ljon/jorj/ndb.html
נדבר	נפעל	לשון_המקרא	tnk1/ljon/jorj/dbr1.html
נדגל	נפעל	לשון_המקרא	tnk1/ljon/jorj/dgl.html
נדגלות	בעל תפקיד [= מחנות בעלות דגלים, ראב"ע]	לשון_המקרא	tnk1/ljon/jorj/dgl.html
נדד	שורש [= ענינו ריחוק, ע' שורש נדה1]	לשון_המקרא	tnk1/ljon/jorj/ndd.html
נִדָּה	מופשט	לשון_המקרא	tnk1/ljon/jorj/ndd.html
נדה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ndh.html
נִדָּה	פיעל	לשון_המקרא	tnk1/ljon/jorj/ndh1.html
נדֶה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ndh2.html
נדהם	נפעל	לשון_המקרא	tnk1/ljon/jorj/dhm.html
נדודים	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ndd.html
נדוֹש	נפעל	לשון_המקרא	tnk1/ljon/jorj/dwj=dyj.html
נִדָּח	נפעל	לשון_המקרא	tnk1/ljon/jorj/ndx.html
נדחה	נפעל	לשון_המקרא	tnk1/ljon/jorj/dxh.html
נדחף	נפעל	לשון_המקרא	tnk1/ljon/jorj/dxp.html
נדיב	בעל תכונה [= אדם שמרים תרומות למטרות נעלות, או אדם בעל מעמד מורם ונעלה]	לשון_המקרא	tnk1/ljon/jorj/ndb.html
נדכה	נפעל	לשון_המקרא	tnk1/ljon/jorj/dka=dkh.html
נדל	נפעל [= רק בעתיד "יִדַּל"]	לשון_המקרא	tnk1/ljon/jorj/dll.html
נדם	נפעל	לשון_המקרא	tnk1/ljon/jorj/dmm.html
נדמה1	נפעל	לשון_המקרא	tnk1/ljon/jorj/dmh1.html
נדמה2	נפעל	לשון_המקרא	tnk1/ljon/jorj/dmh2.html
נדנ	שורש [= שם "נדן", והוא נרתיק לחרב]	לשון_המקרא	tnk1/ljon/jorj/ndn.html
נדָן1	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ndh2.html
נדָן2	כלי קיבול	לשון_המקרא	tnk1/ljon/jorj/ndn.html
נדעך	נפעל	לשון_המקרא	tnk1/ljon/jorj/dek.html
נִדָּף	נפעל	לשון_המקרא	tnk1/ljon/jorj/ndp.html
נדקר	נפעל	לשון_המקרא	tnk1/ljon/jorj/dqr.html
נדר	שורש [= ענינו ביטוי שפתיים לעשות דבר לגבוה]	לשון_המקרא	tnk1/ljon/jorj/ndr.html
נדֶר[מ]	מופשט	לשון_המקרא	tnk1/ljon/jorj/ndr.html
נדֶר[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ndr.html
נדרים	נדירת נדר	מצוות_רצון	tryg/sug/rcon_ndr.html
נדרש	נפעל	לשון_המקרא	tnk1/ljon/jorj/drj.html
נֹהּ	מופשט	לשון_המקרא	tnk1/ljon/jorj/nhh2.html
נהג	שורש [= ענינו הולכה והדרכה, מוחשי או מופשט]	לשון_המקרא	tnk1/ljon/jorj/nhg.html
נהדר	נפעל	לשון_המקרא	tnk1/ljon/jorj/hdr.html
נהה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/nhh.html
נהִי	קול	לשון_המקרא	tnk1/ljon/jorj/nhh1.html
נהיה	נפעל [= התממש, או - נשבר]	לשון_המקרא	tnk1/ljon/jorj/hyh.html
נהל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/nhl.html
נהלא	נפעל [= "הנהלאה" - ענינו המרוחקה]	לשון_המקרא	tnk1/ljon/jorj/hla.html
נהלך	נפעל	לשון_המקרא	tnk1/ljon/jorj/hlk.html
נהלֹל	צמח	לשון_המקרא	tnk1/ljon/jorj/nhl2.html
נהֹם	נפעל [= נפעל מפעלי הכפל, ראב"ע רות א19. רק בעתיד נקבה נסתרת "תֵהֹם"]	לשון_המקרא	tnk1/ljon/jorj/hmm.html
נַהַם	קול	לשון_המקרא	tnk1/ljon/jorj/nhm.html
נהמה	קול [= אנחת צער וכעס]	לשון_המקרא	tnk1/ljon/jorj/nhm.html
נהפך	נפעל	לשון_המקרא	tnk1/ljon/jorj/hpk.html
נהק	שורש [= ענינו געיית פרא]	לשון_המקרא	tnk1/ljon/jorj/nhq.html
נהר	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/nhr.html
נהָר	עצם בארץ	לשון_המקרא	tnk1/ljon/jorj/nhr1.html
נהַר1	פעל [= ענינו משיכה כנהר]	לשון_המקרא	tnk1/ljon/jorj/nhr1.html
